geni_id,name,only_in,father_id,father_name
6000000204169149838,.... /Paleologa/ bizantine princess,export-BloodTree-6000000227240714964.ged,361089507860011643,John V /Palaiologos/ Byzantine emperor
6000000189800316823,/ Nata Manggala P. Suhunan Jaya),export-BloodTree-6000000227240714964.ged,,
6000000006287803046,/-majapahit timur/,export-BloodTree-6000000227240714964.ged,6000000001180969339,Bhre Wirabhumi /Wirabhumi/
6000000002187705768,/???/,export-BloodTree-6000000227240714964.ged,,
6000000002187705783,/???/,export-BloodTree-6000000227240714964.ged,,
6000000002187705815,/???/,export-BloodTree-6000000227240714964.ged,,
6000000002187705881,/???/,export-BloodTree-6000000227240714964.ged,,
6000000002188303137,/Khoransch/,export-BloodTree-6000000227240714964.ged,,
6000000008415892311,/Palaiologos/,export-BloodTree-6000000227240714964.ged,6000000000670279300,Manuel II /Palaiologos/ byzantine emperor
6000000166200281841,/Raden Ayu Jurumayem/,export-BloodTree-6000000227240714964.ged,6000000020359561272,K.P. Adp Djoeminah (Pangeran Balitar-1)
6000000117366662859,/de Rome/,export-BloodTree-6000000227240714964.ged,,
6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata),export-BloodTree-6000000227240714964.ged,6000000007436435418,1 Pangeran Santri / Kusumadinata-1 (R. Solih) -26 [MP]
6000000205228659916,1 Dalem Sura di Wangsa,export-BloodTree-6000000227240714964.ged,6000000029512927173,Pnbh Ratu-1 Pgr. Emas / Sultan Hadji (Sultan Cirebon-2)
6000000207103941864,1 Dewa Raka / Magada Prabu,export-BloodTree-6000000227240714964.ged,6000000207098651821,Arya Kenceng (Nararya Anglurah Tabanan-1)
6000000189662274863,1 Dyah Gitarja (Tribhuwana Wijayatunggadewi),export-BloodTree-6000000227240714964.ged,6000000001760042348,Raden Wijaya
6000000189800697832,1 KGP. Mandura,export-BloodTree-6000000227240714964.ged,6000000179489873872,Adp. Mandaraka Ki Juru Martani
6000000018005434336,1 Maulana Yusuf Panembahan Pangkalan Gede Sultan Banten ke-2 1570 - 1585,export-BloodTree-6000000227240714964.ged,6000000018635607644,"{18} Maulana Hasanudin ""Pangeran Sebakingking"""
6000000190154846917,1 Nyai Ageng Lurung Tengah,export-BloodTree-6000000227240714964.ged,6000000017548386276,Ageng Abdurahman Ageng /Selo/
6000000189563860835,1 P. Dpt-2 Adiningkusumah Sedang Gayam,export-BloodTree-6000000227240714964.ged,6000000029512927173,Pnbh Ratu-1 Pgr. Emas / Sultan Hadji (Sultan Cirebon-2)
6000000007436435418,1 Pangeran Santri / Kusumadinata-1 (R. Solih) -26 [MP],export-BloodTree-6000000227240714964.ged,6000000179383659821,Arya Damar
6000000193632155821,1 R. Anggawangsa,export-BloodTree-6000000227240714964.ged,6000000040960890801,Santoan Wirakoesoemah /Bupati Ciasem/
6000000202557018821,1 Raden Mustopa Hidayat,export-BloodTree-6000000227240714964.ged,6000000040958124219,Santoan Awi Loear /./
6000000188317908829,1 Ratu Pembayun,export-BloodTree-6000000227240714964.ged,6000000002827694776,Raden Mas Said (RM. Said)
6000000193625860860,1 Santoan Anoet Nangga,export-BloodTree-6000000227240714964.ged,6000000040961256164,Dmg Rangga Dadji (Hadji)
6000000007624847343,"1 Sunan Bonang (R. Maulana Makdum Ibrahim) (Bong Tak An) ""Sunan Bonang"" /Raden Haryo Teja/",export-BloodTree-6000000227240714964.ged,,
6000000227239142907,10th generation Samaritan Itamar line,export-Ancestors-6000000227240714964.ged | export-BloodTree-6000000227240714964.ged,6000000227239069922,9th generation Samaritan Itamar line
6000000189649231881,11 Nyimas Rangga Pamade,export-BloodTree-6000000227240714964.ged,6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata)
6000000189376513840,12 NMGedeng Ukur NM. Dipati Oekoer/ Endén Saribanon,export-BloodTree-6000000227240714964.ged,6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata)
6000000041022560410,13 P. Tmg Tegal Kalong Dlm Balidah (Rd. Aria Kusumah) /./,export-BloodTree-6000000227240714964.ged,6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata)
6000000041022505745,14 Kiai Dmg Tjipakoe /./,export-BloodTree-6000000227240714964.ged,6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata)
6000000041019499223,2 #2 Ratu Emas Harisbaya / NRt. Narantaka (asal Sampang Madura) Nyi Mas Ratu Narantaka,export-BloodTree-6000000227240714964.ged,,
6000000189588313872,2 Abdul Karim/ Batara Kusumah (Embah Sito),export-BloodTree-6000000227240714964.ged,6000000040958124219,Santoan Awi Loear /./
6000000207103826879,2 Dewa Made / Megada Nata Arya Yasan (Raja Tabanan 2),export-BloodTree-6000000227240714964.ged,6000000207098651821,Arya Kenceng (Nararya Anglurah Tabanan-1)
6000000189676611857,2 Dewi Ruqayyah,export-BloodTree-6000000227240714964.ged,6000000002827694776,Raden Mas Said (RM. Said)
6000000024944322640,2 Dyah Wiyat / Rajadewi Maharajasa (Bhre Daha I) Dyah /Wiyat/,export-BloodTree-6000000227240714964.ged,6000000001760042348,Raden Wijaya
6000000204790326860,2 KGP Juru Kiting,export-BloodTree-6000000227240714964.ged,6000000179489873872,Adp. Mandaraka Ki Juru Martani
6000000036592386031,"2 KGRM Panggung Dewi Murtasimah, Kauthara, Champa Asyikah",export-BloodTree-6000000227240714964.ged,,
6000000204798928844,2 Nyai Ageng Panenggak,export-BloodTree-6000000227240714964.ged,6000000002827694776,Raden Mas Said (RM. Said)
6000000176174975865,2 Ratu Mas Cempaka,export-BloodTree-6000000227240714964.ged,6000000178546607849,P. Adipati Trenggono Raja Demak Bintoro-2 (1504-1546)
6000000193625878841,2 Santoan Anoet Paradja,export-BloodTree-6000000227240714964.ged,6000000040961256164,Dmg Rangga Dadji (Hadji)
6000000006732720433,2 Syarifah Khadijah binti Hasanuddin [Versi 1] /./,export-BloodTree-6000000227240714964.ged,6000000018635607644,"{18} Maulana Hasanudin ""Pangeran Sebakingking"""
6000000189562196830,2 Wirasuta (P. Gebang / P. Losari) /(Panembahan Losari)/,export-BloodTree-6000000227240714964.ged,,
6000000003007563633,26. Sayyid Amir Hasan (Sunan Pakaos),export-BloodTree-6000000227240714964.ged,,
6000000026854414657,27.	Sayyid Ahmadul Baidlawi (Pangeran Katandur),export-BloodTree-6000000227240714964.ged,6000000003007563633,26. Sayyid Amir Hasan (Sunan Pakaos)
6000000026854553722,28.	Kanjeng Tumenggung Ario Tirtonegoro (Bindara Saod),export-BloodTree-6000000227240714964.ged,6000000026854414657,27.	Sayyid Ahmadul Baidlawi (Pangeran Katandur)
6000000026854624518,29.	Sayyid Abdur Rohim/Kanjeng Pengeran Ario Lor,export-BloodTree-6000000227240714964.ged,6000000026854553722,28.	Kanjeng Tumenggung Ario Tirtonegoro (Bindara Saod)
6000000189588759854,3 Buyut Eres / Nyimas Sari Atuhu,export-BloodTree-6000000227240714964.ged,,
6000000186741978840,3 Demang Watang Walakung,export-BloodTree-6000000227240714964.ged,6000000007436435418,1 Pangeran Santri / Kusumadinata-1 (R. Solih) -26 [MP]
6000000189676914836,3 Dewi Sofiyah,export-BloodTree-6000000227240714964.ged,6000000002827694776,Raden Mas Said (RM. Said)
6000000189800219884,3 KGP Jagabaya Banten,export-BloodTree-6000000227240714964.ged,6000000179489873872,Adp. Mandaraka Ki Juru Martani
6000000186742030829,3 Kiai Kadoe Rangga Gede,export-BloodTree-6000000227240714964.ged,6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata)
6000000190155490857,3 Nyai Ageng Bangsri,export-BloodTree-6000000227240714964.ged,6000000017548386276,Ageng Abdurahman Ageng /Selo/
6000000013492670477,3 Panembahan Kulon / Sunan Kulon / Sunan Ali Sumodiro,export-BloodTree-6000000227240714964.ged,6000000029249340031,R. Paku / Jaka Samudra Sunan Giri-1 (1481–1506)
6000000030692525805,3 Ratu Wulung Ayu / Nyai Ratu Ayu (Mantan Istri Dipati Unus) /-Cirebon/,export-BloodTree-6000000227240714964.ged,,
6000000193625936851,3 Santoan NgabehI,export-BloodTree-6000000227240714964.ged,6000000040961256164,Dmg Rangga Dadji (Hadji)
6000000178547035858,3 Sultan Prawoto,export-BloodTree-6000000227240714964.ged,6000000178546607849,P. Adipati Trenggono Raja Demak Bintoro-2 (1504-1546)
6000000204944376926,3 Sunan Hadi,export-BloodTree-6000000227240714964.ged,6000000002827694776,Raden Mas Said (RM. Said)
6000000205094399851,3rd brother /Palaiologos/,export-BloodTree-6000000227240714964.ged,6000000205092417878,Gidos /Palaiologos/
6000000227239289852,3rd generation Samaritan Itamar line,export-Ancestors-6000000227240714964.ged | export-BloodTree-6000000227240714964.ged,6000000227239206857,Itamar ben Aaron
6000000186741377896,4 Dmg Dadji Rg Permana / Patra Kelana Prabu di Muntur Raja Galuh Kertabumi ke-1 (1585 – 1602) M,export-BloodTree-6000000227240714964.ged,6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata)
6000000190154700921,4 Nyai Ageng Jati,export-BloodTree-6000000227240714964.ged,6000000017548386276,Ageng Abdurahman Ageng /Selo/
6000000207104261827,4 Nyai Luh Tegeh,export-BloodTree-6000000227240714964.ged,6000000207098651821,Arya Kenceng (Nararya Anglurah Tabanan-1)
6000000204945265821,4 Raden Abdurrahman,export-BloodTree-6000000227240714964.ged,6000000002827694776,Raden Mas Said (RM. Said)
6000000017720431963,4 Ratu / Nyai Ageng Sawo Rasa /./,export-BloodTree-6000000227240714964.ged,6000000029249340031,R. Paku / Jaka Samudra Sunan Giri-1 (1481–1506)
6000000227239361822,4th generation Samaritan Itamar line,export-Ancestors-6000000227240714964.ged | export-BloodTree-6000000227240714964.ged,6000000227239289852,3rd generation Samaritan Itamar line
6000000186741527849,5 Kiai Aria Rangga Pati,export-BloodTree-6000000227240714964.ged,6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata)
6000000190155889821,5 Nyai Ageng Patanen,export-BloodTree-6000000227240714964.ged,6000000017548386276,Ageng Abdurahman Ageng /Selo/
6000000204944275974,5 R.Ay. Panengah / Nyai Ageng Ngerang-3,export-BloodTree-6000000227240714964.ged,6000000002827694776,Raden Mas Said (RM. Said)
6000000203065292836,5 Ratu Kalinyamat (Ratu Pajajaran) Cerinhama,export-BloodTree-6000000227240714964.ged,6000000178546607849,P. Adipati Trenggono Raja Demak Bintoro-2 (1504-1546)
6000000186741564877,5 Santoan Tjikeroeh,export-BloodTree-6000000227240714964.ged,6000000007436435418,1 Pangeran Santri / Kusumadinata-1 (R. Solih) -26 [MP]
6000000227239290854,5th generation Samaritan Itamar line,export-Ancestors-6000000227240714964.ged | export-BloodTree-6000000227240714964.ged,6000000227239361822,4th generation Samaritan Itamar line
6000000186742008827,6 Kyai Ngabehi Watang,export-BloodTree-6000000227240714964.ged,6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata)
6000000190155899821,6 Nyai Ageng Pakis Dadu,export-BloodTree-6000000227240714964.ged,6000000017548386276,Ageng Abdurahman Ageng /Selo/
6000000006209649472,63 Tmg. Wilatikta bin Pangeran Sabakingkin,export-BloodTree-6000000227240714964.ged,6000000018635607644,"{18} Maulana Hasanudin ""Pangeran Sebakingking"""
6000000227239303848,6th generation Samaritan Itamar line,export-Ancestors-6000000227240714964.ged | export-BloodTree-6000000227240714964.ged,6000000227239290854,5th generation Samaritan Itamar line
6000000186741965837,7 Nyimas Demang Tjipakoe,export-BloodTree-6000000227240714964.ged,6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata)
6000000190037939878,7. Pangeran Adipati Jayaraga / Raden Mas Barthotot Bupati Ponorogo,export-BloodTree-6000000227240714964.ged,6000000001180676541,Pnbhn. Senapati Danang Suta Wijaya / R. Bagus (1587-1601) Senapati /Danang Sutowijaya/ Raden Bagus Dananjaya
6000000227238907082,7th generation Samaritan Itamar line,export-Ancestors-6000000227240714964.ged | export-BloodTree-6000000227240714964.ged,6000000227239303848,6th generation Samaritan Itamar line
6000000186742009838,8 Nyimas Ngabehi Martajoeda,export-BloodTree-6000000227240714964.ged,6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata)
6000000039616129433,8 Ratu Martasari / Nyimas Rangga Wulung (Nyi Mas Ranggawulung),export-BloodTree-6000000227240714964.ged,,
6000000227239342829,8th generation Samaritan Itamar line,export-Ancestors-6000000227240714964.ged | export-BloodTree-6000000227240714964.ged,6000000227238907082,7th generation Samaritan Itamar line
6000000186741422896,9 Nyimas Rangga Wiratama,export-BloodTree-6000000227240714964.ged,6000000040961128602,1 Angkawijaya Prabu Geusan Ulun (1579-1601 Kusumahdinata)
6000000227239069922,9th generation Samaritan Itamar line,export-Ancestors-6000000227240714964.ged | export-BloodTree-6000000227240714964.ged,6000000227239342829,8th generation Samaritan Itamar line
6000000192992078848,<private>,export-BloodTree-6000000227240714964.ged,,
6000000192993677822,<private>,export-BloodTree-6000000227240714964.ged,,
6000000005747722714,?,export-BloodTree-6000000227240714964.ged,,
6000000205052274826,?,export-BloodTree-6000000227240714964.ged,,
6000000203888499851,?,export-BloodTree-6000000227240714964.ged,6000000193415648823,Sumaningrat P. Hadipati Benowo-2
6000000207104013838,?,export-BloodTree-6000000227240714964.ged,,
6000000205234372833,?,export-BloodTree-6000000227240714964.ged,,
6000000020349879892,? /Guaramid of Calarzene/,export-BloodTree-6000000227240714964.ged,6000000020349371148,Guaram III. `the Young'  Governor of IBERIA /of Djavakheti/
6000000002188303982,? /Kamsarakanina/,export-BloodTree-6000000227240714964.ged,,
6000000008116038765,? /of Iberia-Kartli/,export-BloodTree-6000000227240714964.ged,6000000008024328675,Adarnase IV /of Iberia-Kartli/
6000000008116206909,? /of Tao-Klardjeti/ Queen of Abkhazia,export-BloodTree-6000000227240714964.ged,6000000008116346332,Guaram Mampali /Mampali/
6000000004869200847,???,export-BloodTree-6000000227240714964.ged,,
6000000004869200861,???,export-BloodTree-6000000227240714964.ged,,
6000000192188052835,ABDUL HALIM / PANGERAN BENOWO,export-BloodTree-6000000227240714964.ged,6000000176164400894,Sltn Hadi Wijaya (Joko Tingkir Mas Krebet) As-Samarqhandhi Al-Azmatkhan
6000000002512619572,ACHOT III-IV BAGRATIDE,export-BloodTree-6000000227240714964.ged,6000000002512619588,SMBAT VII BAGRATIDE
6000000002512619549,ASOT III BAGRATIDE,export-BloodTree-6000000227240714964.ged,6000000002512619555,GRÉGOIRE BAGRATIDE
6000000007548637157,Abang Kertang,export-BloodTree-6000000227240714964.ged,6000000006811409479,Datu Merpati Jepang /Perbaita Sari/
6000000006714670274,Abang Nyakot,export-BloodTree-6000000227240714964.ged,6000000008215507591,Adipati /Perbaita Sari/
6000000031830356419,Abbas /Bagratuni/ King of Lori,export-BloodTree-6000000227240714964.ged,6000000031830251495,Kiurike /Bagratuni/ King of Lori
6000000031811350618,Abbas I /of Kars/,export-BloodTree-6000000227240714964.ged,,
6000000189546196826,Abdul Fatah,export-BloodTree-6000000227240714964.ged,6000000029249340031,R. Paku / Jaka Samudra Sunan Giri-1 (1481–1506)
6000000189561438875,Abdul Mafakhir (Majalengka),export-BloodTree-6000000227240714964.ged,6000000189800316823,/ Nata Manggala P. Suhunan Jaya)
6000000189682924859,Abdul Qadir Ki Ageng / Sunan Pandanaran-1,export-BloodTree-6000000227240714964.ged,6000000205051996860,P. Madiyo Pandan / Maulana Ibnu Abdul Salam
6000000204944650881,Abdul Qahhar (Sunan Sedayu),export-BloodTree-6000000227240714964.ged,6000000189661389822,"Syekh Siti Jenar (Hasan Ali, Abdul Jalil)"
6000000012042790174,Abdul Qodir /Abdul Rahim (Aria Teja-Bupati Tuban)/,export-BloodTree-6000000227240714964.ged,,
6000000030849361045,Abdullah /(Dul Soro)/,export-BloodTree-6000000227240714964.ged,6000000003370193030,"Raden Umar Said ""Sunan Muria"" -25 [Karnaka] Walisongo-8"
6000000030849265049,Abdur Rahman /(Hamangkurat Mas)/,export-BloodTree-6000000227240714964.ged,6000000030849361045,Abdullah /(Dul Soro)/
6000000191857216855,Abdurrahman Muhammad Syahabuddin I (Sultan Minangkabau) /Maulana Ainul Yakin/,export-BloodTree-6000000227240714964.ged,6000000029249340031,R. Paku / Jaka Samudra Sunan Giri-1 (1481–1506)
6000000048662153179,Abkhaziyya Khatun /Багратион/ Princess of Georgia,export-BloodTree-6000000227240714964.ged,6000000008024207441,David
6000000225496408855,Ablgharib /Artsruni/,export-BloodTree-6000000227240714964.ged,6000000225496185920,Hasan /Artsruni/
6000000032959387338,Abu Ali Hasan ibn Ali Tusi,export-BloodTree-6000000227240714964.ged,,
6000000032959551177,Abulfath Fakhr al-Malik,export-BloodTree-6000000227240714964.ged,6000000032959387338,Abu Ali Hasan ibn Ali Tusi
6000000006101354887,Abulgharib /Artsrouni/,export-BloodTree-6000000227240714964.ged,6000000006101354905,Hasan /Artsrouni/
6000000013732563947,"Abulgharib Arcruni, Governor of Tarsus",export-BloodTree-6000000227240714964.ged,6000000013732825649,Hasan /Arcruni/
6000000000045500984,Abushal Hamazasp III King of Vaspurakan /Ardzouni/ King of Vaspurakan,export-BloodTree-6000000227240714964.ged,6000000000045546956,Khatchik Gagik III II /Ardzouni/ King of Vaspurakan
6000000002512619531,Achot /Taronites/,export-BloodTree-6000000227240714964.ged,6000000002512619538,BAGROT TARONITES BAGRATIDE
6000000013036289313,Acropolitissa,export-BloodTree-6000000227240714964.ged,,
6000000042323232997,Adad-Apla-Idin,export-BloodTree-6000000227240714964.ged,6000000042323213606,"Enlil-Nadin-Aplis /Babylonië, van/"
6000000042305943973,Adad-Schuma-usur,export-BloodTree-6000000227240714964.ged,6000000042305492685,Kaschtiliasch IV
6000000005747722634,Adalgisel,export-BloodTree-6000000227240714964.ged,6000000005747722604,Addon
6000000005747722649,Adalgisel Alloiac,export-BloodTree-6000000227240714964.ged,6000000005747722634,Adalgisel
6000000005747722614,Adalgisel Grimon,export-BloodTree-6000000227240714964.ged,6000000005747722594,Babon /de Paris/
6000000006101354721,Adam /Gastim/,export-BloodTree-6000000227240714964.ged,,
6000000004869157543,Adarnase I /Bagratouni/ Prince of Armenia,export-BloodTree-6000000227240714964.ged,,
6000000009305076800,Adarnase I /d'Arménie/,export-BloodTree-6000000227240714964.ged,6000000009305076804,Vasak Sahak (Isaac) III /d'Arménie/
6000000149919860905,Adarnase I of Iberia /Khosroid dynasty/,export-BloodTree-6000000227240714964.ged,6000000150643249880,Bakur
6000000008116148624,Adarnase II /Eristavi/,export-BloodTree-6000000227240714964.ged,6000000002188303024,Ashot I
6000000047394369869,Adarnase II of Iberia /Khosroid dynasty - r.650-684/,export-BloodTree-6000000227240714964.ged,6000000149919074934,Stephen II of Iberia /Khosroid dynasty/
6000000047396475149,Adarnase III,export-BloodTree-6000000227240714964.ged,6000000047396521009,Nerse I /Nersianid/
6000000002188303109,Adarnase III of /Tao/ Duke,export-BloodTree-6000000227240714964.ged,6000000008024314740,Bagrat
6000000008024328675,Adarnase IV /of Iberia-Kartli/,export-BloodTree-6000000227240714964.ged,6000000008024421320,David I /Bagratuni/ of Iberia-Kartli
6000000008116342923,Adarnase Shavliani /of Abkhazia/,export-BloodTree-6000000227240714964.ged,,
6000000013751854111,"Adarnase V /Bagrationi of Tao, Ruler of Uper Tao/",export-BloodTree-6000000227240714964.ged,6000000013751799553,"Bagrat I /Bagrationi of Tao, Ruler of Uper Tao/"
6000000008116433572,Adarnase V /of Iberia-Kartli/,export-BloodTree-6000000227240714964.ged,6000000008024385273,Sumbat
6000000002517869069,Adasi,export-Ancestors-6000000227240714964.ged | export-BloodTree-6000000227240714964.ged,,
6000000005747722604,Addon,export-BloodTree-6000000227240714964.ged,6000000005747722594,Babon /de Paris/
6000000013022286973,"Adelaide ""Irene"" /of Brunswick/",export-BloodTree-6000000227240714964.ged,,
6000000039131285805,Adi bin /Nawfal/,export-BloodTree-6000000227240714964.ged,6000000003370193030,"Raden Umar Said ""Sunan Muria"" -25 [Karnaka] Walisongo-8"
6000000008384017616,Adil beg ibn Yakub Kandaride,export-BloodTree-6000000227240714964.ged,,
6000000008215507591,Adipati /Perbaita Sari/,export-BloodTree-6000000227240714964.ged,,
6000000029341000969,Adipati Andayaningrat Sepuh ing Pengging,export-BloodTree-6000000227240714964.ged,6000000038659732169,Arjo Bubaran / Arjo Pendoyo ing Pengging
6000000190317254836,Adipati Babatab Menak Gadru,export-BloodTree-6000000227240714964.ged,6000000190315865963,Adipati Blambangan Menak Sumende
6000000190315865963,Adipati Blambangan Menak Sumende,export-BloodTree-6000000227240714964.ged,6000000190317252836,Menak Simbar Adipati Puger
6000000176176540837,Adipati Demak (Arya Pangiri),export-BloodTree-6000000227240714964.ged,6000000178547035858,3 Sultan Prawoto
6000000178545486003,Adipati Hadimenggolo,export-BloodTree-6000000227240714964.ged,6000000178546550890,Pangeran Hadipati Benowo II
6000000043574257411,Adipati Jagabaya Banten,export-BloodTree-6000000227240714964.ged,6000000009047178111,Ki Juru Martani Kyai Adipati Mandaraka -1
6000000189865767821,Adipati Jayaraga di Ponorogo,export-BloodTree-6000000227240714964.ged,6000000001180676541,Pnbhn. Senapati Danang Suta Wijaya / R. Bagus (1587-1601) Senapati /Danang Sutowijaya/ Raden Bagus Dananjaya
6000000189865374851,Adipati Martalaya,export-BloodTree-6000000227240714964.ged,6000000001180676541,Pnbhn. Senapati Danang Suta Wijaya / R. Bagus (1587-1601) Senapati /Danang Sutowijaya/ Raden Bagus Dananjaya
6000000043437903080,Adipati Ontje II / Raden Hanyokrokusumo / Raden Hanyokropati /./,export-BloodTree-6000000227240714964.ged,6000000003370193030,"Raden Umar Said ""Sunan Muria"" -25 [Karnaka] Walisongo-8"
6000000195596225821,Adipati Pajajaran,export-BloodTree-6000000227240714964.ged,6000000198604770842,Dyah Kertawijaya / Sri Maharaja Wijaya Parakrama Wardhana Prabu Brawijaya ke-1 Bhre Tumapel Raja Majapahit ke-9
6000000218403636821,Adipati Pandhan Arang,export-BloodTree-6000000227240714964.ged,6000000218403621821,Pangeran Anom Madepandhan Ngabdul Salam
6000000008191534264,Adipati Panembahan Manduranagara,export-BloodTree-6000000227240714964.ged,6000000008191480342,Kyai Juru Martani
6000000003134004455,Adipati Pangeran Aryo Damar /-Majapahit/ Djaka Dillah,export-BloodTree-6000000227240714964.ged,6000000001181051328,Bhre Mataram /Ranamanggala/
6000000009046306431,Adipati Pecattondo /(Raden Kusen)/,export-BloodTree-6000000227240714964.ged,6000000003134004455,Adipati Pangeran Aryo Damar /-Majapahit/ Djaka Dillah
6000000017720968667,Adipati Petir,export-BloodTree-6000000227240714964.ged,6000000002844294350,Mas Jolang Kanjeng Susuhunan Prabu Hanyokrowati
6000000075126122868,Adipati Prabu Dimuntur or Rangga Permana [Versi2 [Ari / Moggi / Gun Gun]] /./,export-BloodTree-6000000227240714964.ged,6000000040961256164,Dmg Rangga Dadji (Hadji)
6000000179542750823,Adipati Pragola I (Wasis Jayakusuma),export-BloodTree-6000000227240714964.ged,6000000001180676541,Pnbhn. Senapati Danang Suta Wijaya / R. Bagus (1587-1601) Senapati /Danang Sutowijaya/ Raden Bagus Dananjaya
361492044320004652,Adipati Raja Muda Puteh /BIN Sultan Maraja Besar/,export-BloodTree-6000000227240714964.ged,361493362090011607,Maraja Besar /Bin Sunan Kudus [jafar Shadiq]/
