contrast,own_presence,neighbour_median,neighbours,geni_id,birth_year
13,1,14,2,6000000026454264051,
13,1,14,2,6000000025876245037,
12,11,23,2,6000000006101317362,
12,10,22,4,6000000054363426010,
12,10,22,2,6000000003645870199,
12,9,21,2,6000000008316290521,
12,7,19,2,6000000013249979507,
12,7,19,2,6000000010916239598,1177
12,7,19,2,6000000009103744004,
12,6,18,2,6000000063333534962,
12,6,18,2,6000000009987656008,462
12,4,16,2,6000000117729731837,
12,4,16,2,6000000117729179862,432
12,4,16,2,6000000012738071474,
12,4,16,2,6000000001748902281,
12,4,16,2,6000000001748780761,
12,3,15,2,6000000093646956821,1080
12,3,15,2,6000000093646496833,
12,3,15,2,6000000090521605897,
12,3,15,2,6000000041088396071,
12,3,15,2,6000000041087962762,
12,3,15,2,6000000012956693251,
12,3,15,2,6000000012890961491,1105
12,3,15,2,6000000012890866425,
12,3,15,2,6000000012743533226,
12,3,15,2,6000000003827963180,
12,3,15,2,6000000001310671322,110
12,3,15,2,6000000001310609548,115
12,2,14,2,6000000041375847088,55
12,2,14,2,6000000041375714239,
12,2,14,2,6000000012633000766,1182
12,2,14,2,6000000008847034387,
12,2,14,2,6000000002603221913,
12,2,14,2,6000000001504679556,
12,1,13,2,6000000041423221476,
12,1,13,2,6000000041415970785,120
12,1,13,2,6000000041305220280,
12,1,13,2,6000000041259263958,
12,1,13,2,6000000041137033564,
12,1,13,2,6000000041136279778,
12,1,13,2,6000000041126265727,
12,1,13,2,6000000019421302570,1150
12,1,13,2,6000000015519291671,-65
12,1,13,2,6000000009305090420,460
12,1,13,2,6000000007635997585,1763
12,1,13,2,6000000007635997555,1728
12,1,13,2,6000000006097707308,
12,1,13,2,6000000002187821758,
12,1,13,2,6000000001745046232,
11,10,21,2,6000000014833240840,65
11,10,21,2,6000000010572594267,1130
11,10,21,2,6000000009058930349,1205
11,9,20,2,6000000004533535763,
11,9,20,2,6000000002187624818,
11,8,19,2,6000000065111249929,1070
11,7,18,2,6000000009819002542,
11,7,18,2,6000000009103944354,
11,7,18,2,6000000002217529007,380
11,7,18,2,6000000002217400665,390
11,6,17,2,6000000222557893832,
11,6,17,2,6000000015250802264,
11,6,17,2,6000000015250632606,
11,5,16,4,6000000001821301823,
11,4,15,2,6000000206612686874,
11,4,15,2,6000000078765941034,
11,4,15,2,6000000042184862720,80
11,4,15,2,6000000041435142909,-5
11,4,15,2,6000000041250784227,
11,4,15,2,6000000007115384549,
11,3,14,8,6000000012620311372,1572
11,3,14,2,6000000221021972885,
11,3,14,2,6000000221021927842,
11,3,14,2,6000000221021319893,
11,3,14,2,6000000190154404821,
11,3,14,2,6000000190154130843,
11,3,14,2,6000000190088810899,
11,3,14,2,6000000096211499873,
11,3,14,2,6000000088575000155,
11,3,14,2,6000000037181804270,
11,3,14,2,6000000016673734365,
11,3,14,2,6000000010559910387,
11,3,14,2,6000000007601619802,962
11,3,14,2,6000000003828361227,1102
11,3,14,2,6000000003645908959,
11,3,14,2,6000000002904890464,1070
11,3,14,2,6000000002198379401,988
11,3,14,2,6000000002174688278,1072
11,3,14,2,6000000002172910183,1068
11,3,14,2,6000000001504679571,1405
11,2,13,2,6000000225122397827,1359
11,2,13,2,6000000152708925859,
11,2,13,2,6000000041282962941,
11,2,13,2,6000000041282750613,
11,2,13,2,6000000035440818031,
11,2,13,2,6000000030472724068,
11,2,13,2,6000000007317496231,
11,2,13,2,6000000006101322783,
11,2,13,2,6000000003828405299,180
11,2,13,2,6000000003828405293,185
11,2,13,2,6000000003828382162,95
11,2,13,2,6000000002886137798,
11,2,13,2,6000000002837440375,
11,1,12,2,6000000220981716936,
11,1,12,2,6000000170075012095,
11,1,12,2,6000000041393060714,
11,1,12,2,6000000041393017344,
11,1,12,2,6000000041283108934,155
11,1,12,2,6000000041282906308,
11,1,12,2,6000000011428519900,
11,1,12,2,6000000007036911054,
11,1,12,2,6000000006980594801,
11,1,12,2,6000000006101322481,
11,1,12,2,6000000006101322477,
11,1,12,2,6000000003828385825,
10,8,18,2,6000000079217760082,1180
10,8,18,2,6000000078731172170,
10,8,18,2,6000000002646735284,
10,7,17,2,6000000002188099969,
10,6,16,2,6000000018603589749,
10,6,16,2,6000000012302069304,-23
10,6,16,2,6000000005607447486,
10,5,15,3,6000000042037002594,-80
10,5,15,3,6000000003186770041,
10,5,15,2,6000000181160304834,
10,5,15,2,6000000181160260832,
10,5,15,2,6000000036718847028,24
10,5,15,2,6000000027257565021,65
10,5,15,2,6000000012410161351,
10,5,15,2,6000000010810906265,1244
10,5,15,2,6000000003828382624,-120
10,5,15,2,6000000003637381890,
10,5,15,2,6000000002378716305,
10,5,15,2,6000000001963202612,
10,5,15,2,6000000001142243230,1181
10,4,14,3,6000000041076073460,
10,4,14,2,6000000042224385658,100
10,4,14,2,6000000041393441706,
10,4,14,2,6000000018154227503,
10,4,14,2,6000000009553531619,
10,4,14,2,6000000009372396340,
10,4,14,2,6000000008481458843,1070
10,4,14,2,6000000002294729415,950
10,4,14,2,6000000000171354745,1080
10,3,13,2,6000000227086500885,
10,3,13,2,6000000081432987977,
10,3,13,2,6000000032667782045,
10,3,13,2,6000000032666493760,
10,3,13,2,6000000009861163624,
10,3,13,2,6000000009761187937,
10,3,13,2,6000000009754230436,
10,3,13,2,6000000003645864733,
10,3,13,2,6000000003645864191,183
10,3,13,2,6000000003645864186,160
10,2,12,3,6000000003828396499,145
10,2,12,2,6000000175755392937,
10,2,12,2,6000000089699814871,
10,2,12,2,6000000089691512022,
10,2,12,2,6000000080576244972,
10,2,12,2,6000000022084628022,1225
10,2,12,2,6000000014474669531,1300
10,2,12,2,6000000013968811296,
10,2,12,2,6000000009192286731,
10,2,12,2,6000000001770752242,
10,2,12,2,6000000001770686399,
10,1,11,2,6000000225495939185,
10,1,11,2,6000000181975140900,
10,1,11,2,6000000061876195821,
10,1,11,2,6000000042190980336,
10,1,11,2,6000000034614139103,
10,1,11,2,6000000034613333779,
10,1,11,2,6000000031571888047,
10,1,11,2,6000000031571469616,
10,1,11,2,6000000012951615426,
10,1,11,2,6000000012951599431,
10,1,11,2,6000000009256151395,
10,1,11,2,6000000007731506398,
10,1,11,2,6000000006101082306,-110
10,1,11,2,6000000003828401284,240
10,1,11,2,6000000003828401277,245
10,1,11,2,6000000003828375354,170
9,13,22,2,6000000069959747821,
9,10,19,4,6000000089685227825,
9,8,17,2,6000000002188198472,
9,8,17,2,6000000002187837497,1091
9,8,17,2,6000000000437343178,1070
9,8,17,2,6000000000326786641,1051
9,7,16,2,6000000205591744846,
9,7,16,2,6000000041281892067,
9,7,16,2,6000000041281862113,
9,7,16,2,6000000006101423009,
9,6,15,3,4352985,-73
9,6,15,2,6000000205423116859,
9,6,15,2,6000000172985825489,
9,6,15,2,6000000165454131840,
9,6,15,2,6000000165453841821,
9,6,15,2,6000000165445194821,
9,6,15,2,6000000042210718984,-107
9,6,15,2,6000000042210612251,-100
9,6,15,2,6000000012632895845,
9,6,15,2,309832852200006460,150
9,5,14,3,6000000002316438080,
9,5,14,2,6000000165633729845,1620
9,5,14,2,6000000155193419940,
9,5,14,2,6000000088575506964,
9,5,14,2,6000000088382596042,
9,5,14,2,6000000088160398944,
9,5,14,2,6000000041327024016,
9,5,14,2,6000000037980828401,
9,5,14,2,6000000034515911664,
9,5,14,2,6000000032711658115,
9,5,14,2,6000000019243456715,
9,5,14,2,6000000009094088904,
9,5,14,2,6000000006278062206,
9,5,14,2,6000000003937185091,1127
9,5,14,2,6000000002416251148,
9,5,14,2,6000000001752276501,
9,5,14,2,6000000001752215283,
9,5,14,2,6000000001752147371,1614
9,4,13,6,6000000009144901107,45
9,4,13,2,6000000190089121823,
9,4,13,2,6000000041395651646,45
9,4,13,2,6000000015314504873,
9,4,13,2,6000000014733546092,10
9,4,13,2,6000000013127381367,
9,4,13,2,6000000012733403504,1400
9,4,13,2,6000000009371273941,
9,4,13,2,6000000009144925492,30
9,4,13,2,6000000007576125274,
9,4,13,2,6000000007265794201,40
9,4,13,2,6000000007161821288,
9,4,13,2,6000000007161735461,
9,4,13,2,6000000007161504604,
9,4,13,2,6000000007161327196,
9,4,13,2,6000000006101378854,335
9,4,13,2,6000000004303020171,
9,4,13,2,6000000004302844681,
9,4,13,2,6000000002187718261,
9,4,13,2,6000000001435397357,
9,3,12,4,6000000002394049229,
9,3,12,2,6000000134619894895,
9,3,12,2,6000000042191042223,
9,3,12,2,6000000042012435645,
9,3,12,2,6000000041262638517,
9,3,12,2,6000000009353381177,
9,3,12,2,6000000009212192260,
9,3,12,2,6000000009164508159,
9,3,12,2,6000000009094427203,
9,3,12,2,6000000009001399415,
9,3,12,2,6000000008727581645,
9,3,12,2,6000000008718001012,
9,3,12,2,6000000008371385324,
9,3,12,2,6000000007106952750,
9,3,12,2,6000000006913164098,
9,3,12,2,6000000006913099076,
9,3,12,2,6000000004549350898,
9,3,12,2,6000000002969028109,
9,3,12,2,6000000002506894239,
9,3,12,2,6000000002401851868,
9,3,12,2,6000000001752381056,
9,2,11,4,6000000002484195249,
9,2,11,4,6000000002482708138,
9,2,11,3,6000000002511161907,
9,2,11,2,6000000146289077201,
9,2,11,2,6000000040286588085,
9,2,11,2,6000000037180202853,
9,2,11,2,6000000034640939086,1097
9,2,11,2,6000000017405867140,
9,2,11,2,6000000017405673361,
9,2,11,2,6000000016637584627,
9,2,11,2,6000000011636223953,
9,2,11,2,6000000009346836107,
9,2,11,2,6000000007070558831,
9,2,11,2,6000000003190462029,
9,2,11,2,6000000003177759124,1159
9,2,11,2,6000000002959772388,
9,2,11,2,6000000002267102713,1741
9,2,11,2,6000000002267102707,1719
9,2,11,2,6000000002157419311,
9,2,11,2,6000000001964438861,
9,1,10,3,6000000000034920231,1100
9,1,10,2,6000000226460366903,
9,1,10,2,6000000225498177872,-658
9,1,10,2,6000000224494436904,
9,1,10,2,6000000206146325875,1743
9,1,10,2,6000000205246388876,
9,1,10,2,6000000185088813846,
9,1,10,2,6000000081027536928,1100
9,1,10,2,6000000077980697028,1685
9,1,10,2,6000000054364167831,
9,1,10,2,6000000039147543882,
9,1,10,2,6000000039147487937,
9,1,10,2,6000000039147469930,
9,1,10,2,6000000039147378198,
9,1,10,2,6000000039147332936,
9,1,10,2,6000000039147275241,
9,1,10,2,6000000039147226150,
9,1,10,2,6000000039147171566,
9,1,10,2,6000000039147086227,
9,1,10,2,6000000039147060454,
9,1,10,2,6000000027312170836,-75
9,1,10,2,6000000027311950509,-72
9,1,10,2,6000000026724645559,
9,1,10,2,6000000026108697539,1133
9,1,10,2,6000000017506241090,
9,1,10,2,6000000014604125040,
9,1,10,2,6000000012439454340,
9,1,10,2,6000000010502206015,
9,1,10,2,6000000010502065185,
9,1,10,2,6000000009007335277,
9,1,10,2,6000000009007229713,1134
9,1,10,2,6000000008806337659,1097
9,1,10,2,6000000007337701805,
9,1,10,2,6000000007337609786,
9,1,10,2,6000000006964059968,
9,1,10,2,6000000006963955612,
9,1,10,2,6000000006434660344,1688
9,1,10,2,6000000004165585681,
9,1,10,2,6000000003979020724,1348
9,1,10,2,6000000003828375445,55
9,1,10,2,6000000003828375438,60
9,1,10,2,6000000003384679833,1440
9,1,10,2,6000000003232718199,1500
9,1,10,2,6000000002969681195,
9,1,10,2,6000000002188294449,
9,1,10,2,6000000001442741365,75
9,1,10,2,6000000001442529772,80
9,1,10,2,6000000001169130845,
8,15,23,4,6000000058661118835,118
8,14,22,4,6000000000629572598,151
8,14,22,3,6000000041409761461,
8,10,18,2,6000000001987640005,
8,9,17,4,6000000008369847701,
8,9,17,2,6000000009328621508,1040
8,9,17,2,6000000003645896957,-323
8,8,16,4,6000000004828721076,1108
8,8,16,4,310820026550008253,1243
8,8,16,3,6000000001932879708,
8,8,16,2,6000000079083151640,
8,8,16,2,6000000041036625821,
8,8,16,2,6000000002442754030,
8,8,16,2,6000000002043176084,1067
8,8,16,2,6000000001501029311,1199
8,8,16,2,6000000000162833316,
8,7,15,3,6000000010810239505,1237
8,7,15,3,6000000001511843037,10
8,7,15,2,6000000205422641923,-356
8,7,15,2,6000000074177759931,-149
8,7,15,2,6000000074177537069,
8,7,15,2,6000000009629268881,
8,7,15,2,6000000002190598010,
8,7,15,2,6000000002190454436,
8,7,15,2,5273432474270085280,
8,6,14,16,6000000001905448012,
8,6,14,6,6000000041200012821,-14
8,6,14,4,6000000001752001394,1563
8,6,14,3,6000000110500057853,
8,6,14,2,6000000226319190927,
8,6,14,2,6000000190154137826,
8,6,14,2,6000000190153927847,
8,6,14,2,6000000041255957341,
8,6,14,2,6000000022470757028,1245
8,6,14,2,6000000016494672714,1265
8,6,14,2,6000000013009613110,1186
8,6,14,2,6000000009870746091,
8,6,14,2,6000000009869641725,
8,6,14,2,6000000009817167489,
8,6,14,2,6000000009164767287,
8,6,14,2,6000000008468591496,1464
8,6,14,2,6000000006857813421,63
8,6,14,2,6000000003087154173,1003
8,6,14,2,6000000002718160777,
8,6,14,2,6000000001500899574,
8,6,14,2,6000000000769926510,1120
8,6,14,2,6000000000628768389,1062
8,5,13,7,6000000002482689383,
8,5,13,6,6000000001806706040,
8,5,13,4,6000000006971740209,
8,5,13,3,6000000002240389635,
8,5,13,3,6000000001782823162,
8,5,13,2,6000000227216569898,1682
8,5,13,2,6000000222507230876,
8,5,13,2,6000000177652939924,
8,5,13,2,6000000143981840894,
8,5,13,2,6000000018337555612,
8,5,13,2,6000000017108928544,
8,5,13,2,6000000013814171569,1041
8,5,13,2,6000000013127265073,
8,5,13,2,6000000012609868655,
8,5,13,2,6000000007162020426,
8,5,13,2,6000000007089684232,
8,5,13,2,6000000004288930049,
8,5,13,2,6000000003820968876,
8,5,13,2,6000000002299087535,1130
8,5,13,2,6000000002172813278,1081
8,5,13,2,6000000001952129341,
8,5,13,2,6000000000514583274,
8,4,12,6,6000000009841089493,
8,4,12,6,6000000002631100649,
8,4,12,4,6000000012624548829,1225
8,4,12,4,6000000003187157082,
8,4,12,3,6000000002402015951,
8,4,12,3,6000000001985102872,
8,4,12,3,6000000001933217256,
8,4,12,2,6000000186816775861,
8,4,12,2,6000000133679179871,
8,4,12,2,6000000107084772952,
8,4,12,2,6000000042508516221,
8,4,12,2,6000000042508149766,
8,4,12,2,6000000015324834610,
8,4,12,2,6000000011239496910,
8,4,12,2,6000000008121436216,1245
8,4,12,2,6000000008025463783,
8,4,12,2,6000000006906240801,1067
8,4,12,2,6000000006790410756,1679
8,4,12,2,6000000004331082343,
8,4,12,2,6000000002643442322,
8,3,11,7,6000000009218507479,
8,3,11,6,6000000003128769247,
8,3,11,6,6000000002470001163,
8,3,11,5,6000000001761917577,
8,3,11,4,6000000009372202586,
8,3,11,4,6000000005607603052,1564
8,3,11,3,6000000002643824096,
8,3,11,3,6000000001996645816,
8,3,11,2,6000000227122079842,
8,3,11,2,6000000181398677847,
8,3,11,2,6000000128541409821,
8,3,11,2,6000000046225596832,
8,3,11,2,6000000041076231681,
8,3,11,2,6000000041076191595,
8,3,11,2,6000000024118226250,1734
8,3,11,2,6000000018171966262,
8,3,11,2,6000000018171960379,
8,3,11,2,6000000016670030466,155
8,3,11,2,6000000011844476414,1310
8,3,11,2,6000000009631550131,
8,3,11,2,6000000009257649320,
8,3,11,2,6000000009130334971,
8,3,11,2,6000000009000133545,
8,3,11,2,6000000007062691567,
8,3,11,2,6000000006236585734,
8,3,11,2,6000000003820985316,1105
8,3,11,2,6000000002151725056,
8,3,11,2,6000000002151435751,
8,3,11,2,6000000001762058216,
8,3,11,2,5114086097510045127,1175
8,2,10,6,6000000001760907104,
8,2,10,4,6000000003095063253,1687
8,2,10,4,6000000002187978983,1135
8,2,10,4,6000000001896703385,
8,2,10,3,6000000007098367801,
8,2,10,2,6000000227017585865,1271
8,2,10,2,6000000226460324928,
8,2,10,2,6000000226460157875,
8,2,10,2,6000000208770193844,
8,2,10,2,6000000205058957868,
8,2,10,2,6000000176168316821,
8,2,10,2,6000000088381388169,
8,2,10,2,6000000048925916870,
8,2,10,2,6000000048925448030,
8,2,10,2,6000000048654128836,
8,2,10,2,6000000046557684044,
8,2,10,2,6000000039364373878,
8,2,10,2,6000000039147646973,
8,2,10,2,6000000039147637871,
8,2,10,2,6000000039147636885,
8,2,10,2,6000000039147464319,
8,2,10,2,6000000039147300890,
8,2,10,2,6000000039147275440,
8,2,10,2,6000000039147217815,
8,2,10,2,6000000039147188756,
8,2,10,2,6000000039110925862,642
8,2,10,2,6000000032520785409,
8,2,10,2,6000000031936661645,1850
8,2,10,2,6000000017487901080,
8,2,10,2,6000000015237877299,
8,2,10,2,6000000009689006250,1170
8,2,10,2,6000000009372313285,
8,2,10,2,6000000007839073395,
8,2,10,2,6000000007100079294,
8,2,10,2,6000000007027198114,
8,2,10,2,6000000006913022647,1685
8,2,10,2,6000000006912983348,1682
8,2,10,2,6000000006290748131,1230
8,2,10,2,6000000004164067946,
8,2,10,2,6000000003645671347,
8,2,10,2,6000000003265463762,1286
8,2,10,2,6000000003245871477,
8,2,10,2,6000000003034437322,
8,2,10,2,6000000002616397207,
8,2,10,2,6000000002485325466,
8,2,10,2,6000000002482620515,
8,2,10,2,6000000002135624907,
8,2,10,2,6000000002043208882,990
8,2,10,2,6000000001762077341,
8,2,10,2,6000000001753383752,
8,2,10,2,6000000001544486806,1152
8,2,10,2,6000000001404118161,
8,2,10,2,6000000001169146472,
8,2,10,2,6000000000929478065,390
8,2,10,2,6000000000609972641,
8,1,9,4,389606539280006466,1663
8,1,9,2,6000000218534508924,
8,1,9,2,6000000216232006836,
8,1,9,2,6000000200440304685,
8,1,9,2,6000000195516963880,
8,1,9,2,6000000193427659879,
8,1,9,2,6000000189572092958,
8,1,9,2,6000000182788097880,1460
8,1,9,2,6000000182774430851,
8,1,9,2,6000000118056357906,1617
8,1,9,2,6000000088576558821,
8,1,9,2,6000000088576221945,
8,1,9,2,6000000088133531033,1050
8,1,9,2,6000000078342421898,
8,1,9,2,6000000041039099931,
8,1,9,2,6000000041038971136,
8,1,9,2,6000000027355450571,
8,1,9,2,6000000022479585679,
8,1,9,2,6000000019383621092,1713
8,1,9,2,6000000018937571211,
8,1,9,2,6000000017406412177,
8,1,9,2,6000000009403853314,1216
8,1,9,2,6000000009403848841,1246
8,1,9,2,6000000008901595619,
8,1,9,2,6000000008711810863,
8,1,9,2,6000000008479453449,
8,1,9,2,6000000008479068127,
8,1,9,2,6000000007186059467,
8,1,9,2,6000000007106626842,
8,1,9,2,6000000007062754662,
8,1,9,2,6000000006894931664,
8,1,9,2,6000000004201608684,950
8,1,9,2,6000000003070435084,
8,1,9,2,6000000003029288795,
8,1,9,2,6000000002956188507,
8,1,9,2,6000000001745038010,980
8,1,9,2,6000000001504673110,1578
7,13,20,2,6000000023384276039,1196
7,12,19,6,6000000002188648399,1222
7,12,19,4,6000000054364267901,
7,11,18,2,6000000145195233846,
7,11,18,2,6000000021241286898,
7,11,18,2,6000000021241129837,
7,11,18,2,6000000021240448053,
7,11,18,2,6000000021240267493,
7,11,18,2,6000000021240203476,
7,11,18,2,6000000007969744957,
7,11,18,2,6000000007969645143,
7,10,17,6,6000000006727873812,1080
7,10,17,4,358238165030007202,
7,10,17,2,6000000032170006618,1746
7,9,16,7,6000000003243447591,1177
7,9,16,7,6000000002187757199,1184
7,9,16,4,6000000002187599755,-50
7,9,16,2,6000000041395515969,
7,9,16,2,6000000020709001604,
7,9,16,2,6000000009324202251,
7,9,16,2,6000000008518076823,
7,9,16,2,6000000006101386581,
7,9,16,2,6000000003828261230,-70
7,9,16,2,6000000002177117318,
7,9,16,2,6000000002176145727,
7,9,16,2,6000000002176112878,
7,9,16,2,6000000001933558120,
7,8,15,6,6000000002659413558,
7,8,15,4,6000000003355840325,-90
7,8,15,4,6000000002849863811,
7,8,15,2,6000000009347315714,
7,8,15,2,6000000008407756068,
7,8,15,2,6000000006101322925,
7,8,15,2,6000000006101322915,
7,8,15,2,6000000006101264760,1177
7,8,15,2,6000000003187789933,
7,8,15,2,6000000002188198396,
7,7,14,20,6000000002492396016,
7,7,14,7,6000000002241741445,1626
7,7,14,4,6000000007376820064,1150
7,7,14,3,6000000006101370292,
7,7,14,2,6000000222484813936,
7,7,14,2,6000000219992853830,
7,7,14,2,6000000193220795827,
7,7,14,2,6000000133680574857,
7,7,14,2,6000000080810860893,
7,7,14,2,6000000027212618119,260
7,7,14,2,6000000010197713090,
7,7,14,2,6000000004585372169,
7,6,13,9,6000000001774856024,
7,6,13,6,6000000213341943821,
7,6,13,6,6000000022851802628,1199
7,6,13,6,6000000022851802623,1198
7,6,13,6,6000000008248159393,1080
7,6,13,6,6000000002187757470,1055
7,6,13,6,6000000001563248604,1199
7,6,13,4,6000000032834486019,1157
7,6,13,4,6000000014829380103,
7,6,13,4,6000000007170562706,1073
7,6,13,3,6000000009880145561,
7,6,13,3,6000000002369554426,
7,6,13,2,6000000199327491821,1235
7,6,13,2,6000000043535731246,
7,6,13,2,6000000030501072854,-97
7,6,13,2,6000000009817233223,
7,6,13,2,6000000009094146665,
7,6,13,2,6000000006444226531,1351
7,6,13,2,6000000002187911279,1216
7,6,13,2,6000000001511623410,175
7,5,12,17,6000000002266659040,
7,5,12,15,6000000007026997147,
7,5,12,9,6000000008574094724,
7,5,12,5,6000000003187977139,
7,5,12,4,6000000004320131055,
7,5,12,4,6000000003024845229,-140
7,5,12,3,6000000009130133140,
7,5,12,3,6000000003257333020,
7,5,12,3,6000000001770763200,
7,5,12,3,6000000001752215185,1622
7,5,12,2,6000000227008685837,
7,5,12,2,6000000122735361009,
7,5,12,2,6000000032170895928,
7,5,12,2,6000000015606137119,
7,5,12,2,6000000010786394445,
7,5,12,2,6000000010606956010,
7,5,12,2,6000000009219227538,
7,5,12,2,6000000008262667349,
7,5,12,2,6000000007840108749,
7,5,12,2,6000000006788666727,245
7,5,12,2,6000000006727876851,
7,5,12,2,6000000005222940225,1526
7,5,12,2,6000000002981106973,
7,5,12,2,6000000002691208234,
7,5,12,2,6000000002187639901,969
7,5,12,2,6000000001751541644,
7,5,12,2,6000000001751536611,
7,5,12,2,6000000000034930142,1150
7,4,11,6,6000000009812649365,
7,4,11,6,6000000008718257231,
7,4,11,6,6000000008654351385,
7,4,11,6,6000000006839568609,
7,4,11,6,6000000003020256015,
7,4,11,6,6000000002482762084,
7,4,11,5,6000000227123008833,
7,4,11,5,6000000002503681884,1080
7,4,11,5,6000000001748676515,
7,4,11,4,6000000022947050074,1025
7,4,11,4,6000000010291591466,1110
7,4,11,4,6000000009077726280,
7,4,11,4,6000000008248123944,
7,4,11,4,6000000003266553063,
7,4,11,4,6000000001748879010,
7,4,11,4,358241599470012764,1070
7,4,11,3,6000000012633096850,1157
7,4,11,3,6000000004320019366,
7,4,11,3,6000000002484251789,
7,4,11,2,6000000211976619824,
7,4,11,2,6000000194941156080,
7,4,11,2,6000000193191643825,1863
7,4,11,2,6000000193135092874,1882
7,4,11,2,6000000066609341855,1080
7,4,11,2,6000000039029830093,1070
7,4,11,2,6000000018135990195,
7,4,11,2,6000000013197530869,
7,4,11,2,6000000009545556571,
7,4,11,2,6000000008332955132,160
7,4,11,2,6000000003897534181,1212
7,4,11,2,6000000003115821160,
7,4,11,2,6000000003017557448,
7,4,11,2,6000000002643561268,
7,4,11,2,6000000002416596285,
7,3,10,10,6000000006839782353,
7,3,10,8,6000000001748840479,1556
7,3,10,6,6000000002643820624,
7,3,10,6,6000000002627875395,
7,3,10,6,6000000002316311912,
7,3,10,5,6000000009346003410,
7,3,10,5,6000000004105558526,
7,3,10,5,6000000002187820646,1306
7,3,10,5,6000000002187820623,1302
7,3,10,4,6000000117201677821,
7,3,10,4,6000000009594933467,
7,3,10,4,6000000009584336618,
7,3,10,4,6000000007970313490,572
7,3,10,4,6000000007970310381,569
7,3,10,4,6000000002392399287,1633
7,3,10,3,6000000031937579806,1822
7,3,10,3,6000000009849860591,
7,3,10,3,6000000009840220445,1913
7,3,10,3,6000000007205506372,
7,3,10,3,6000000007155028530,
7,3,10,3,6000000002627829563,
7,3,10,2,6000000222144397823,1827
7,3,10,2,6000000215421599845,
7,3,10,2,6000000200019868837,1180
7,3,10,2,6000000190155582830,
7,3,10,2,6000000190038943821,
7,3,10,2,6000000190038920827,
7,3,10,2,6000000190038661838,
7,3,10,2,6000000189819559832,
7,3,10,2,6000000184198853830,
7,3,10,2,6000000173393898964,
7,3,10,2,6000000138374804833,
7,3,10,2,6000000089114597861,
7,3,10,2,6000000089009083908,
7,3,10,2,6000000077980864056,
7,3,10,2,6000000077966697877,1710
7,3,10,2,6000000049410748009,1103
7,3,10,2,6000000040959220903,
7,3,10,2,6000000040324807786,
7,3,10,2,6000000036222946183,
7,3,10,2,6000000031245942949,955
7,3,10,2,6000000025412052680,1282
7,3,10,2,6000000022896549842,
7,3,10,2,6000000020589813538,
7,3,10,2,6000000017916740741,
7,3,10,2,6000000016130573875,
7,3,10,2,6000000015473391646,
7,3,10,2,6000000015323823316,
7,3,10,2,6000000011895460242,
7,3,10,2,6000000010047081951,
7,3,10,2,6000000009551582667,1070
7,3,10,2,6000000009371861105,
7,3,10,2,6000000009187548228,1182
7,3,10,2,6000000008830663380,
7,3,10,2,6000000008567666686,1210
7,3,10,2,6000000007063112303,
7,3,10,2,6000000005747717828,357
7,3,10,2,6000000004214114185,1530
7,3,10,2,6000000003243318255,
7,3,10,2,6000000003034105667,
7,3,10,2,6000000002620740939,
7,3,10,2,6000000002608329445,1738
7,3,10,2,6000000002606816417,1768
7,3,10,2,6000000002241319440,
7,3,10,2,6000000001902189031,
