geni_id	qid	name	property	verdict	model	reality
342032974900007076	Q6330080	Elof Steuch till Duveke	P213	extra		0000000053814500
342032974900007076	Q6330080	Elof Steuch till Duveke	P214	extra		36345457
342032974900007076	Q6330080	Elof Steuch till Duveke	P227	extra		1052455557
342032974900007076	Q6330080	Elof Steuch till Duveke	P244	extra		n2006049649
342032974900007076	Q6330080	Elof Steuch till Duveke	P26	extra	Q141314158	Q99301832
342032974900007076	Q6330080	Elof Steuch till Duveke	P2949	extra		Steuch-1
342032974900007076	Q6330080	Elof Steuch till Duveke	P3373	extra		Q552374
342032974900007076	Q6330080	Elof Steuch till Duveke	P40	extra	Q141314172;Q141352184	Q99301829
342032974900007076	Q6330080	Elof Steuch till Duveke	P53	extra		Q10679560
342032974900007076	Q6330080	Elof Steuch till Duveke	P5587	extra		khwz2xh349d0hsd
342032974900007076	Q6330080	Elof Steuch till Duveke	P734	extra		Q108899427
342032974900007076	Q6330080	Elof Steuch till Duveke	P906	extra		265863
342361037210006211	Q105877825		P1819	extra		I00720152
342361037210006211	Q105877825		P21	extra		Q6581097
342361037210006211	Q105877825		P2949	extra		Seymour-128
342361037210006211	Q105877825		P40	extra		Q130772419;Q16854226
342361037210006211	Q105877825		P569	extra		+1604-00-00/9
342361037210006211	Q105877825		P570	extra		+1655-00-00/9
342361037210006211	Q105877825		P735	extra		Q1249148
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P106	extra		Q1511216;Q15472169;Q1815782;Q47064;Q82955
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P1343	extra		Q379406;Q678259
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P166	extra		Q20900064
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P18	extra		Axel Gustaf Gyllenkrok gravyr av Skill.png
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P1871	extra		cnp02372640
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P19	extra		Q10512608
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P20	extra		Q10606778
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P214	extra		12283524
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P22	extra		Q110304547
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P227	extra		1252754329
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P26	extra		Q71391171
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P27	extra		Q34
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P2949	extra		Gyllenkrok-8
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P3217	extra		13383
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P3368	extra		2612197
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P3373	extra		Q110304545;Q136376245
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P39	extra		Q1623209;Q264323
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P410	extra		Q186024
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P463	extra		Q191583
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P5587	extra		khwz1m330lnpthv
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P646	extra		/m/08cq6l
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P6821	extra		alvin-person:53593
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P734	extra		Q42098755
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P8168	extra		Q1201709
344146815060011563	Q4830275	Axel Gustaf Gyllenkrok	P906	extra		230403
347979870700012691	Q6265035	John Wyndham	P1819	extra		I00060868
347979870700012691	Q6265035	John Wyndham	P22	extra		Q61740624
347979870700012691	Q6265035	John Wyndham	P25	extra		Q75507764
347979870700012691	Q6265035	John Wyndham	P26	extra		Q75908818
347979870700012691	Q6265035	John Wyndham	P2949	extra		Wyndham-13
347979870700012691	Q6265035	John Wyndham	P3373	extra		Q75507762
347979870700012691	Q6265035	John Wyndham	P40	extra		Q75908820;Q76304608;Q76328194
347979870700012691	Q6265035	John Wyndham	P4638	extra		p39648.htm#i396475
347979870700012691	Q6265035	John Wyndham	P511	extra		Q209690
347979870700012691	Q6265035	John Wyndham	P646	extra		/m/0j62m65
347979870700012691	Q6265035	John Wyndham	P734	extra		Q16282683
348967496160004024	Q141436639	Engelbrekt Olofsson	P3373	extra		Q141205931;Q141216618
348968026630001429	Q141216618	Karin Olofsdotter	P3373	extra		Q141205931;Q141436639
349433946000006257	Q141419704	Karin Olofsdotter	P3373	extra		Q141216398;Q141288778;Q141430045;Q141436630
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P106	extra		Q2478141
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P1196	extra		Q18663901
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P1343	extra		Q1485141
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P140	extra		Q1841
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P22	extra		Q936880
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P25	extra		Q3060432
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P27	extra		Q5311396
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P3373	extra		Q2033309;Q2338139;Q53994;Q54048;Q5546843
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P4159	extra		Casimir_of_Łęczyca_(1)
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P4638	extra		p11467.htm#i114663
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P53	extra		Q11298829;Q201615
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P570	extra	+1294-06-10/11	+1294-00-00/9
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P607	extra		Q9173646
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P646	extra		/m/012vtk47
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P735	extra	Q19816591	Q18176264
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P7929	extra		p=kazimierz;n=piast;oc=4
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P8130	extra		kazimierz-ksiaze
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P8172	extra		dw.1177
364522820420013688	Q2591886	Kazimierz II łęczycki książę	P97	extra		Q166886
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P106	extra		Q212238;Q47064
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P1248	extra		1d6caa5f-ad5b-4f7e-9815-68987e0cb459
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P1819	extra		I00568682
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P22	extra		Q103773883
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P241	extra		Q2492012
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P248	extra		Q65523264
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P25	extra		Q103773908
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P26	extra	Q141224102	Q103771998
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P27	extra		Q34
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P39	extra		Q4229151;Q84570006
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P40	extra	Q141217393	Q103771980
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P410	extra		Q152951
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P53	extra		Q10716800
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P734	extra	Q16869887	Q141290424;Q47472748
388325917570007375	Q5984640	Johan Falkenberg af Trystorp	P7847	extra		0210316461144
3960809	Q141271443	Torger Olson Skorve	P40	extra	Q141216653;Q141283087;Q141313691;Q141352318;Q141353745	Q141313493
4085368611040124960	Q105796231	Margareta Gödiksdotter Fincke	P1819	extra		I00509402
4085368611040124960	Q105796231	Margareta Gödiksdotter Fincke	P22	extra		Q105796233
4085368611040124960	Q105796231	Margareta Gödiksdotter Fincke	P25	extra		Q104550218
4085368611040124960	Q105796231	Margareta Gödiksdotter Fincke	P40	extra		Q2492593
4143225	Q141219059	Gustava Maria Sofia Mannerheim	P2949	extra		Mannerheim-64
4143225	Q141219059	Gustava Maria Sofia Mannerheim	P3373	extra		Q141313957;Q141403589;Q2415388
4143333	Q141313957	Eva Vilhelmina Charlotta Mannerheim	P2949	extra		Mannerheim-66
4143333	Q141313957	Eva Vilhelmina Charlotta Mannerheim	P3373	extra		Q141219059;Q141403589;Q2415388
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P1015	extra		97026283
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P119	extra		Q5294275
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P12637	extra		0404
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P13049	extra		128439726
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P1309	extra		vtls000798645
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P1343	extra		Q18517268
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P13591	extra		person/f84c173a-252a-408f-9fe7-e83f25c241fc
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P13750	extra		6789
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P140	extra		Q432
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P18	extra		Sit-Zaynab-Shrine-Syria.JPG
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P1871	extra		cnp00491075
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P19	extra		Q35484
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P20	extra		Q3766
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P213	extra		0000000087222378
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P214	extra		56149366118785601443
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P2163	extra		130768
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P22	extra		Q39619
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P227	extra		128439726
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P244	extra		n84023555
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P25	extra		Q180123
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P2581	extra		01429408n
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P26	extra		Q1112978
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P268	extra		16944131w
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P269	extra		225590964
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P3373	extra		Q112128;Q12264773;Q13400692;Q182914;Q20383880;Q293538;Q4165342;Q510433;Q5670300;Q5686263;Q6121767;Q939884
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P3417	extra		Zaynab-Bint-Ali
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P361	extra		Q188711
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P373	extra		Zaynab bint Ali
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P40	extra		Q12228824;Q12240190;Q12266536;Q12266696
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P569	extra	+0627-09-24/11	+0626-01-01/9
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P646	extra		/m/06q70v
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P6488	extra		zaynab-bint-ali
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P7314	extra		zeyneb-bint-ali
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P8189	extra		987007276867205171
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P949	extra		000459604
4171476789890072533	Q1111208	Zaynab Al-Hashemi	P9943	extra		person/449443064353
4198641	Q6014618	Enar Vilhelm Nordenfelt	P102	extra		null
4198641	Q6014618	Enar Vilhelm Nordenfelt	P106	extra		Q212238;Q47064;Q82955
4198641	Q6014618	Enar Vilhelm Nordenfelt	P119	extra		Q252312
4198641	Q6014618	Enar Vilhelm Nordenfelt	P12192	extra		i-XTgyVpAqWPjefgzQvGGcDr
4198641	Q6014618	Enar Vilhelm Nordenfelt	P1343	extra		Q110346241;Q118464718;Q22341368;Q379406
4198641	Q6014618	Enar Vilhelm Nordenfelt	P1412	extra		Q9027
4198641	Q6014618	Enar Vilhelm Nordenfelt	P1559	extra		Enar Nordenfelt
4198641	Q6014618	Enar Vilhelm Nordenfelt	P18	extra		Nordenfelt Enar 17981206-.jpg
4198641	Q6014618	Enar Vilhelm Nordenfelt	P19	extra		Q10716146
4198641	Q6014618	Enar Vilhelm Nordenfelt	P20	extra		Q10546040
4198641	Q6014618	Enar Vilhelm Nordenfelt	P214	extra		1652154688469648380006
4198641	Q6014618	Enar Vilhelm Nordenfelt	P22	extra		Q116760927
4198641	Q6014618	Enar Vilhelm Nordenfelt	P2561	extra		Nordenfelt i Karlskrona
4198641	Q6014618	Enar Vilhelm Nordenfelt	P2671	extra		/g/11dylm_4v
4198641	Q6014618	Enar Vilhelm Nordenfelt	P27	extra		Q34
4198641	Q6014618	Enar Vilhelm Nordenfelt	P3154	extra		nordeena
4198641	Q6014618	Enar Vilhelm Nordenfelt	P3373	extra		Q116761455;Q116761477;Q116761583;Q120876944;Q120970261;Q98545697
4198641	Q6014618	Enar Vilhelm Nordenfelt	P373	extra		Enar Wilhelm Nordenfelt
4198641	Q6014618	Enar Vilhelm Nordenfelt	P39	extra		Q33071890;Q4229151;Q81709173;Q82697153
4198641	Q6014618	Enar Vilhelm Nordenfelt	P40	extra	Q116760688	Q105038114;Q1764988;Q6014609;Q6014635
4198641	Q6014618	Enar Vilhelm Nordenfelt	P463	extra		Q1457130;Q2822454;Q3395778;Q3399138
4198641	Q6014618	Enar Vilhelm Nordenfelt	P4819	extra		4e1scVvZ-EAAAAAAAAAYpw;sj9PGLAlnmUAAAAAAB4iIA;sj9PGLAlnmUAAAAAAB4iJw;sj9PGLAlnmUAAAAAABfQcA;wbbNj8LLWMAAAAAAAAA4kw
4198641	Q6014618	Enar Vilhelm Nordenfelt	P53	extra		Q10601988
4198641	Q6014618	Enar Vilhelm Nordenfelt	P5587	extra		gq1xjxjxdnss9gjq
4198641	Q6014618	Enar Vilhelm Nordenfelt	P69	extra		Q185246
4198641	Q6014618	Enar Vilhelm Nordenfelt	P734	extra		Q42149202
