file	line	verdict	text
reports/garborg-carry-forward.tsv	50	full	6000000012956793199 already identified as Q116775787 via zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/garborg-carry-forward.tsv	51	full	6000000007306087396 already identified as Q109655586 via zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/garborg-carry-forward.tsv	52	full	6000000007858471180 already identified as Q123254472 via zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/garborg-carry-forward.tsv	53	full	6000000005936931116 already identified as Q72067 via structural;zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/garborg-carry-forward.tsv	54	full	6000000020389536815 already identified as Q115871131 via zipper (reports/synoptic-correspondence.tsv) - creating it would duplicate; link it instead
reports/geni-qid-links.md	153	unclear	## The synoptic correspondence: five sources, now one file
reports/geni-qid-links.md	157	unclear	represented in our synoptic tree."*
reports/geni-qid-links.md	160	unclear	artefact `CLAUDE.md` says the synoptic tree is for. `scripts/build-synoptic-correspondence.py`
reports/geni-qid-links.md	161	unclear	now writes `reports/synoptic-correspondence.tsv`, every pair carrying its provenance.
reports/geni-qid-links.md	181	full	cannot be two Wikidata items. `reports/synoptic-conflicts.tsv` lists them with the
reports/ingest-2026-08-05.md	8	geni	synoptic GEDCOM is regenerated with plain:
reports/mass-export-log.tsv	42	both named	6000000227474866003 Forest exported exports/bure-campaign/export-Forest-6000000227474866003.ged 5000 SUBMITTED Forest/5000, task_id 6000000227475765830. Emma flagged this one as the important export o
reports/merges-to-do.md	327	full	`reports/synoptic-correspondence.tsv` does see them, through the zipper and the structural walk. **Five were spot-checked live on 2026-09-01** and every one matched on sex and on both dates where both
reports/public-repo-analysis.md	8	unclear	part of the algorithm. Biggest barrier imo is the synoptic tree file stuff."*
reports/public-repo-analysis.md	34	unclear	## The barrier she named: the synoptic tree cannot be built in Actions
reports/synoptic-conflicts.md	4	unclear	`reports/synoptic-conflicts-labelled.tsv` — every row with **names on both sides**, since
reports/synoptic-conflicts.md	48	unclear	- `reports/synoptic-conflicts-labelled.tsv` — all 257 with names on both sides.
reports/synoptic-conflicts.md	49	unclear	- `reports/synoptic-conflicts.tsv` — the raw pairs.
reports/synoptic-usages.md	1	unclear	# Every use of "synoptic tree", and which of the two things it means
reports/synoptic-usages.md	5	unclear	`scripts/census-synoptic-usages.py`; the raw rows are `reports/synoptic-usages.tsv`.
reports/synoptic-usages.md	27	unclear	* `CLAUDE.md:1800` — **The method is structural.** *"For the synoptic tree, we're supposed to be
reports/synoptic-usages.md	28	unclear	* `CLAUDE.md:1976` — > the IDs to ensure that they haven't been merged or anything... Forcing them into this Synoptic
reports/synoptic-usages.md	29	unclear	* `CLAUDE.md:1977` — > tree like this makes it so that the Synoptic tree, when it starts being used as an input, does
reports/synoptic-usages.md	30	unclear	* `CLAUDE.md:1988` — **What the bio link is FOR, in her words, 2026-08-29:** *"When the synoptic tree is merged we
reports/synoptic-usages.md	31	unclear	* `queue.md:1235` — **Her words:** *"Put into the queue also an analysis of how the synoptic tree is actually made."*
reports/synoptic-usages.md	32	unclear	* `queue.md:1382` — *"No fuck you you didn't get the later discussion. When the synoptic tree is merged we change all
reports/synoptic-usages.md	33	unclear	* `queue.md:1701` — **Emma, 2026-08-29:** *"don't test it now but make the last queue item rebuilding the synoptic
reports/synoptic-usages.md	34	full	* `scripts/build-clan-p2600-pairs.py:5` — **Emma, 2026-08-24:** *"the tanba onakatomi izumo stuff is a prerequisite for the synoptic
reports/synoptic-usages.md	39	full	`synoptic-correspondence.tsv` and the scripts that write or read it — a Geni-to-Wikidata correspondence, so this reads as the FULL union.
reports/synoptic-usages.md	41	unclear	* `queue.md:1241` — So **nothing waits on this.** Write down what `scripts/build-synoptic-correspondence.py` actually
reports/synoptic-usages.md	42	unclear	* `queue.md:1723` — number; the first version emitted 83,988 people off `reports/synoptic-correspondence.tsv` and that
reports/synoptic-usages.md	43	full	* `scripts/build-clan-p2600-pairs.py:6` — rebuild"* — these joins are **inputs** to `reports/synoptic-correspondence.tsv`, so
reports/synoptic-usages.md	44	unclear	* `scripts/build-join-batch.py:1` — "The thing that consumes the synoptic correspondence: Geni facts onto joined items.
reports/synoptic-usages.md	46	both named	* `scripts/build-qid-links-gedcom.py:22` — this script emitted every pairing in `reports/synoptic-correspondence.tsv` that landed on somebody
reports/synoptic-usages.md	47	both named	* `scripts/build-qid-links-gedcom.py:59` — Reading `reports/synoptic-correspondence.tsv` and filtering it to the three returned **0 of 3** —
reports/synoptic-usages.md	48	unclear	* `scripts/build-synoptic-correspondence.py:3` — python scripts/build-synoptic-correspondence.py
reports/synoptic-usages.md	49	unclear	* `scripts/build-synoptic-correspondence.py:34` — Writes `reports/synoptic-correspondence.tsv` and `reports/synoptic-conflicts.tsv`.
reports/synoptic-usages.md	54	geni	`rebuild-everything.py` and the things that say 'rebuild the synoptic tree'. What that script actually produces is `out/merged.ged`, the GENI union.
reports/synoptic-usages.md	56	unclear	* `CLAUDE.md:1988` — **What the bio link is FOR, in her words, 2026-08-29:** *"When the synoptic tree is merged we
reports/synoptic-usages.md	57	unclear	* `docs/mass-export-run.md:37` — tree and then rebuild the synoptic tree, and then generate the quickstatements with the
reports/synoptic-usages.md	58	unclear	* `queue.md:988` — ## Fix the surnames of the tier-2 placeholders before the synoptic tree is built
reports/synoptic-usages.md	59	unclear	* `queue.md:1047` — **Emma, 2026-08-18. Do this BEFORE the synoptic tree is built. Not an investigation
reports/synoptic-usages.md	60	unclear	* `queue.md:1382` — *"No fuck you you didn't get the later discussion. When the synoptic tree is merged we change all
reports/synoptic-usages.md	61	unclear	* `queue.md:1701` — **Emma, 2026-08-29:** *"don't test it now but make the last queue item rebuilding the synoptic
reports/synoptic-usages.md	62	unclear	* `scripts/audit-farmname-seeds.py:5` — the synoptic tree is built. I will do the editing on geni for this."*
reports/synoptic-usages.md	63	full	* `scripts/build-clan-p2600-pairs.py:6` — rebuild"* — these joins are **inputs** to `reports/synoptic-correspondence.tsv`, so
reports/synoptic-usages.md	68	unclear	* `CLAUDE.md:1803` — relationships. That is a critical part of building up this synoptic tree."* Start
reports/synoptic-usages.md	69	unclear	* `CLAUDE.md:2277` — the people as we add more since we want all these bureatten people in the geni synoptic tree and
reports/synoptic-usages.md	70	unclear	* `docs/daily-algorithm.md:32` — **The ideal state is the union of the synoptic tree and the Geni tree.** Not the Geni tree alone
reports/synoptic-usages.md	71	unclear	* `docs/dictation/2026-08-26-daily-algorithm.md:18` — the synoptic tree and the janny tree. In the arnie area, it's really clear. It finds, within this
reports/synoptic-usages.md	72	unclear	* `docs/mass-export-run.md:36` — https://www.geni.com/profile/index/6000000227464556886 and incorporate them into the synoptic
reports/synoptic-usages.md	73	unclear	* `docs/mass-export-run.md:172` — injection into the synoptic tree build. Both the novelty and the purpose are gone.
reports/synoptic-usages.md	74	unclear	* `queue.md:36` — `Link reliability order`, `The chain of provenance`, `How the synoptic tree is actually made`,
reports/synoptic-usages.md	75	unclear	* `queue.md:189` — - **The ideal state is still the Geni tree alone.** Her spec says the **union of the synoptic
reports/synoptic-usages.md	76	unclear	* `queue.md:190` — tree and the Geni tree**; the synoptic half does not exist yet, which is the § *PREREQUISITE
reports/synoptic-usages.md	77	unclear	* `queue.md:931` — export alone. If it does then that'll be great. We'll have a synoptically
reports/synoptic-usages.md	78	unclear	* `queue.md:1135` — thing so that we can deal with more important stuff."* Read as the synoptic-tree build
reports/synoptic-usages.md	79	unclear	* `queue.md:1157` — ## Build the synoptic tree
reports/synoptic-usages.md	80	unclear	* `queue.md:1233` — ## How the synoptic tree is actually made — Emma, 2026-08-25
reports/synoptic-usages.md	81	unclear	* `queue.md:1237` — over the synoptic tree stuff sufficiently, but I'm going to treat it as though it's all good. I'm
reports/synoptic-usages.md	82	unclear	* `queue.md:1238` — going to treat the synoptic tree as though it is perfect, and we are going to address whether the
reports/synoptic-usages.md	83	unclear	* `queue.md:1239` — synoptic tree is well functioning later."*
reports/synoptic-usages.md	84	unclear	* `queue.md:1818` — ## "Synoptic tree" means two different things — resolve it usage by usage
reports/synoptic-usages.md	85	unclear	* `queue.md:2047` — Geni record in there overwrites the same Geni ID from any other export** in the synoptic
reports/synoptic-usages.md	86	unclear	* `queue.md:2176` — runner, so the synoptic tree still cannot be rebuilt in Actions without a larger runner.
reports/synoptic-usages.md	87	unclear	* `scripts/audit-farmname-seeds.py:90` — task in the queue to fix the surnames of these people before the synoptic tree
reports/synoptic-usages.tsv	2	unclear	CLAUDE.md 763 unclear regenerating the ledger, but 90% of the time we are not gonna want to rebuild the synoptic
reports/synoptic-usages.tsv	3	geni	CLAUDE.md 774 geni - **The synoptic tree — almost never.** `scripts/rebuild-everything.py` merges the whole corpus:
reports/synoptic-usages.tsv	4	unclear	CLAUDE.md 777 unclear not ask you to make the synoptic tree just to refresh the ledger."*
reports/synoptic-usages.tsv	5	unclear	CLAUDE.md 2215 unclear **The method is structural.** *"For the synoptic tree, we're supposed to be
reports/synoptic-usages.tsv	6	unclear	CLAUDE.md 2218 unclear relationships. That is a critical part of building up this synoptic tree."* Start
reports/synoptic-usages.tsv	7	full	CLAUDE.md 2430 full ### The Wikidata link goes in the bio during the SYNOPTIC TREE BUILD. Geni is not edited
reports/synoptic-usages.tsv	8	full	CLAUDE.md 2436 full > the Synoptic tree, we put the Wikidata links into bios during the build process of the Synoptic
reports/synoptic-usages.tsv	9	unclear	CLAUDE.md 2438 unclear > the IDs to ensure that they haven't been merged or anything... Forcing them into this Synoptic
reports/synoptic-usages.tsv	10	unclear	CLAUDE.md 2439 unclear > tree like this makes it so that the Synoptic tree, when it starts being used as an input, does
reports/synoptic-usages.tsv	11	full	CLAUDE.md 2443 full re-exports for this purpose. The QID is written into the person's bio field in the synoptic tree
reports/synoptic-usages.tsv	12	unclear	CLAUDE.md 2450 unclear **What the bio link is FOR, in her words, 2026-08-29:** *"When the synoptic tree is merged we
reports/synoptic-usages.tsv	13	unclear	CLAUDE.md 2726 unclear the people as we add more since we want all these bureatten people in the geni synoptic tree and
reports/synoptic-usages.tsv	14	unclear	CLAUDE.md 3059 unclear **The one thing still outstanding: the ideal state is the union of the synoptic tree and the
reports/synoptic-usages.tsv	15	unclear	CLAUDE.md 3060 unclear Geni tree**, and the synoptic half does not exist yet. That is the § *PREREQUISITE ORDER* item,
reports/synoptic-usages.tsv	16	unclear	CLAUDE.md 3427 unclear `Link reliability order`, `The chain of provenance`, `How the synoptic tree is actually made`,
reports/synoptic-usages.tsv	17	full	CLAUDE.md 3446 full scalable zipper thing much later"* · the `synoptic tree` vocabulary split · **creating the
reports/synoptic-usages.tsv	18	unclear	devlog.md 1254 unclear The user stated the project's purpose plainly this tick: one growing **synoptic**
reports/synoptic-usages.tsv	19	geni	devlog.md 1255 geni tree. What makes it synoptic is that the graph is connected, and the merge step
reports/synoptic-usages.tsv	20	geni	devlog.md 2916 geni The synoptic GEDCOM is `out/merged.ged`, 262 MB, gitignored, rebuilt with
reports/synoptic-usages.tsv	21	unclear	devlog.md 3701 unclear and it was still wrong: this repo exists to build one synoptic tree, and a
reports/synoptic-usages.tsv	22	unclear	devlog.md 4287 unclear ## 2026-08-09 — the branch lands, and the synoptic tree at 145
reports/synoptic-usages.tsv	23	unclear	devlog.md 4493 unclear It is **synoptic — a duplicated tree, not a fused one** — and *"intended to be
reports/synoptic-usages.tsv	24	unclear	devlog.md 4502 unclear synoptic. Then I turned the 4,491 Geni-ID-less parents into a NEEDS-DECISION
reports/synoptic-usages.tsv	25	unclear	devlog.md 7395 unclear exports in, measure what they cleared, gaps analysis, then a full synoptic
reports/synoptic-usages.tsv	26	unclear	devlog.md 7781 unclear stuff, and not the Synoptic Tree."* I had measured long-range reach against the
reports/synoptic-usages.tsv	27	unclear	devlog.md 7789 unclear this set — it is not a reason to skip the synoptic check next time, which is the
reports/synoptic-usages.tsv	28	unclear	devlog.md 8513 unclear synoptic tree. You just did that on your own… rebuilding the synoptic tree right now is
reports/synoptic-usages.tsv	29	unclear	devlog.md 9065 unclear ## 2026-08-18 — the synoptic tree, rebuilt on the name-development branch
reports/synoptic-usages.tsv	30	unclear	devlog.md 11390 unclear `LABELS, IN HER ORDER`, the export loop and tail algorithm, the synoptic tree, the
reports/synoptic-usages.tsv	31	unclear	devlog.md 11660 unclear is that represented in our data?… I'm afraid it isn't properly represented in our synoptic
reports/synoptic-usages.tsv	32	unclear	devlog.md 11662 unclear which is exactly the artefact `CLAUDE.md` says the synoptic tree is for.
reports/synoptic-usages.tsv	33	unclear	devlog.md 11664 unclear `scripts/build-synoptic-correspondence.py` → `reports/synoptic-correspondence.tsv`:
reports/synoptic-usages.tsv	34	full	devlog.md 11675 full against Wikidata's own `P2600`**. Listed in `reports/synoptic-conflicts.tsv` and **not
reports/synoptic-usages.tsv	35	geni	devlog.md 11679 geni 566,198 families, and `out/merged-pre-synoptic-2026-08-23.ged` kept per the backtest rule.
reports/synoptic-usages.tsv	36	full	devlog.md 12244 full **No.** `reports/synoptic-correspondence.tsv` holds 522,086 Geni ID ↔ QID pairs from five
reports/synoptic-usages.tsv	37	full	devlog.md 12246 full `P2600` on the Wikidata side. It is written by `build-synoptic-correspondence.py` and
reports/synoptic-usages.tsv	38	unclear	devlog.md 12282 unclear done jointly in the synoptic tree building."* Checked — it is joint already:
reports/synoptic-usages.tsv	39	unclear	devlog.md 12293 unclear **Cron `a9ffdec7`, daily at 14:07** — rebuild the synoptic tree **no earlier than 2pm**,
reports/synoptic-usages.tsv	40	full	devlog.md 12314 full the answer was no: 522,086 Geni ID ↔ QID pairs sat in `reports/synoptic-correspondence.tsv`
reports/synoptic-usages.tsv	41	unclear	devlog.md 12549 unclear resolved geni conflicts in the synoptic tree earlier either"*. Established, and the answer
reports/synoptic-usages.tsv	42	unclear	devlog.md 12844 unclear ## 2026-08-24 — the synoptic tree is built
reports/synoptic-usages.tsv	43	unclear	devlog.md 12878 unclear ### The synoptic correspondence
reports/synoptic-usages.tsv	44	unclear	devlog.md 12893 unclear `reports/synoptic-conflicts.tsv`.
reports/synoptic-usages.tsv	45	unclear	devlog.md 12901 unclear It mostly did not, and the report was why. `synoptic-conflicts.tsv` wrote one row per Geni
reports/synoptic-usages.tsv	46	unclear	devlog.md 12933 unclear `tests/test_synoptic_conflicts.py` pins it: one row per candidate, sources not shared
reports/synoptic-usages.tsv	47	unclear	devlog.md 12941 unclear talking about the opposite problem."* She is right. `synoptic-conflicts.tsv` is defined as
reports/synoptic-usages.tsv	48	unclear	devlog.md 13025 unclear `build-synoptic-correspondence.py` now drops the **235** structural pairs that dates
reports/synoptic-usages.tsv	49	unclear	devlog.md 13878 unclear **Also: the 2:07pm synoptic rebuild is rescheduled to 16:01** (`9c96578d`) at her request. Step 1
reports/synoptic-usages.tsv	50	full	devlog.md 13989 full ### 2026-08-25 — zipper capped at round 3 and wired into the synoptic join
reports/synoptic-usages.tsv	51	unclear	devlog.md 13997 unclear `build-synoptic-correspondence.py`, so the number can be changed without re-running the walk.
